"STATISTIC Label","Year","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Artane, Dublin 5","Euro","1053.18"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Killester, Dublin 5","Euro","1043.77"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Raheny, Dublin 5","Euro","1091.04"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 6","Euro","992.25"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dartry, Dublin 6","Euro","1315.01"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Harolds Cross, Dublin 6","Euro","1037.59"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Milltown, Dublin 6","Euro","1250.95"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ranelagh, Dublin 6","Euro","1081.66"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Rathgar, Dublin 6","Euro","959.78"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Rathmines, Dublin 6","Euro","870.83"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Terenure, Dublin 6","Euro","1079.86"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 6W","Euro","1120.37"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Harolds Cross, Dublin 6W","Euro","1058.22"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Templeogue, Dublin 6W","Euro","1188.78"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Terenure, Dublin 6W","Euro","1197.78"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 7","Euro","908.21"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Arbour Hill, Dublin 7","Euro","1085.51"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Cabra, Dublin 7","Euro","894.86"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Navan Road, Dublin 7","Euro","1042.44"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","North Circular Road, Dublin 7","Euro","979.35"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Phibsboro, Dublin 7","Euro","818.79"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Smithfield, Dublin 7","Euro","1089.5"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Stoneybatter, Dublin 7","Euro","968.09"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 8","Euro","939.11"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Christchurch, Dublin 8","Euro","935.22"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Cork Street, Dublin 8","Euro","992.75"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dolphins Barn, Dublin 8","Euro","965.58"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Inchicore, Dublin 8","Euro","965.51"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Islandbridge, Dublin 8","Euro","964.76"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Kilmainham , Dublin 8","Euro","1005.61"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Portobello, Dublin 8","Euro","894.91"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Rialto, Dublin 8","Euro","902.7"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","South Circular Road, Dublin 8","Euro","941.56"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","The Coombe, Dublin 8","Euro","932.2"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 9","Euro","982.39"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballymun, Dublin 9","Euro","803.55"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Beaumont, Dublin 9","Euro","988.28"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Drumcondra, Dublin 9","Euro","998.53"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Glasnevin, Dublin 9","Euro","1000.94"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Santry, Dublin 9","Euro","974.35"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Whitehall, Dublin 9","Euro","977.3"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 10","Euro","925.73"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballyfermot, Dublin 10","Euro","945.3"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Cherry Orchard, Dublin 10","Euro","860.03"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 11","Euro","942.34"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballymun, Dublin 11","Euro","804.45"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Finglas, Dublin 11","Euro","948.47"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Glasnevin, Dublin 11","Euro","1030.48"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Meakstown, Dublin 11","Euro","1015.63"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","St Margarets Road, Dublin 11","Euro","980.48"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 12","Euro","1003.17"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Crumlin, Dublin 12","Euro","966.4"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Drimnagh, Dublin 12","Euro","1036.83"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Kimmage, Dublin 12","Euro","992.3"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Walkinstown, Dublin 12","Euro","1074.8"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 13","Euro","1051.67"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Baldoyle, Dublin 13","Euro","1046.06"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Balgriffin, Dublin 13","Euro","1043.12"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clongriffin, Dublin 13","Euro","1008.47"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Donaghmede, Dublin 13","Euro","1004.2"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Sutton, Dublin 13","Euro","1249.71"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 14","Euro","1262.1"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Churchtown, Dublin 14","Euro","1352.37"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clonskeagh, Dublin 14","Euro","1394.21"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dundrum, Dublin 14","Euro","1201.9"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Goatstown, Dublin 14","Euro","1492.28"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Rathfarnham, Dublin 14","Euro","1162.16"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 15","Euro","999.7"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ashtown, Dublin 15","Euro","996.63"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Blanchardstown, Dublin 15","Euro","957.55"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Carpenterstown, Dublin 15","Euro","1000.43"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Castleknock, Dublin 15","Euro","1075.05"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clonee, Dublin 15","Euro","972.33"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clonsilla, Dublin 15","Euro","1006.23"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Coolmine, Dublin 15","Euro","987.81"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Mulhuddart, Dublin 15","Euro","942.24"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ongar, Dublin 15","Euro","900.33"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Porterstown, Dublin 15","Euro","979.49"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Royal Canal Park, Dublin 15","Euro","987.09"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Tyrrelstown, Dublin 15","Euro","977.9"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 16","Euro","1174.18"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballinteer, Dublin 16","Euro","1184.34"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dundrum, Dublin 16","Euro","1209.63"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Knocklyon, Dublin 16","Euro","1143.98"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Rathfarnham, Dublin 16","Euro","1157.04"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Sandyford, Dublin 16","Euro","1193.5"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 17","Euro","990.78"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Malahide Road, Dublin 17","Euro","1003.15"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Northern Cross, Dublin 17","Euro","984.36"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 18","Euro","1210.15"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Cabinteely, Dublin 18","Euro","1158.27"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Carrickmines, Dublin 18","Euro","1228.45"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Foxrock, Dublin 18","Euro","1726.47"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Leopardstown, Dublin 18","Euro","1268.19"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Sandyford, Dublin 18","Euro","1133.07"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Stepaside, Dublin 18","Euro","1109.22"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 20","Euro","978.53"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Chapelizod, Dublin 20","Euro","948.03"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Palmerstown, Dublin 20","Euro","1023.86"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clondalkin, Dublin 22","Euro","917.55"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Dublin 24","Euro","948.14"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballycullen, Dublin 24","Euro","1058.89"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Citywest, Dublin 24","Euro","952.02"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Firhouse, Dublin 24","Euro","1059.61"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Tallaght, Dublin 24","Euro","926.27"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Galway","Euro","736.19"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Galway City","Euro","812.46"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Athenry, Galway","Euro","582.63"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballinasloe, Galway","Euro","522.77"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballybane, Galway","Euro","662.88"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Ballybrit, Galway","Euro","647.89"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Barna, Galway","Euro","831.74"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Bohermore, Galway","Euro","848.82"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Claregalway, Galway","Euro","682.23"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Clifden, Galway","Euro","554.34"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Doughiska, Galway","Euro","713.01"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Gort, Galway","Euro","577.36"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Headford, Galway","Euro","775.01"
"RTB Average Monthly Rent Report","2010","All bedrooms","All property types","Knocknacarra, Galway","Euro","748.3"
